ar,aq,"太阳射手+月亮水瓶=永远不走寻常路的射手<br><br>

优点：说服力强<br><br>

缺点：过于理性<br><br>

性格解析：<br><br>
这样的结合造成你的性格独立、浪漫、理想化和善于表达。你具有射手座的活力、乐观、热心和远见；还有水瓶座的创新和独立。你对时间感知力很强，并且善于说服别人，这样你无论在阐述深刻的话题还是在聊天的时候，都能激励和感动别人。你知道怎样表达事物，突出重点，让别人明白你的意思。对于引起你注意的情绪，行为和思想，你总能进行概括并且对给它们找出哲学上的动机。<br><br>

月亮在水瓶座，使你的性格增添了耀眼、鲜明的特色，不过对于过度保护你的伴侣，你的最初反应很可能比较冷疏远。在展现射手座生动的热情之前，你需要先建立深入的友谊和相通的心灵。<br><br>


建议：你具有令人信任的特质，因此要善于运用你强大的号召力。 <br><br>
"
ar,pi,"太阳射手+月亮双鱼=永远在寻找道路的射手<br><br>

优点：十分包容<br><br>

缺点：低估自己<br><br>

性格解析：<br><br>
你生活在理想的世界里，对于物质的事情并不是太感兴趣。你并不是自吹自擂之人，实际上，你非常的谦逊。情感上你敏感而浪漫，因此可能会受到那些激起你同情心的人的利用。你很大度，不会怀恨在心，对人完全没有恶意，从没有嫉妒和报复的心理。也许你不太实际，，但是你知道自己的价值，无论你做什么都会以你自己的方式取得成功。要想成功，你得克服不安和过多的忧虑。你会低估自己的能力，避开公众的注意，有些缺乏自信。你讨厌琐碎的细节和令人厌烦的惯例，但是如果你把自己的精力花在确定的目标上，你的注意力会得到最大的发展。<br><br>

射手座和双鱼座皆为变动星座，你在这种组合下非常有弹性和随和。双鱼座以两条反向而去的游鱼为代表，射手座的记号则是半人半马。这些符号象征变化无穷，潜力惊人，也有相当的不安成分。<br><br>

建议：知道自己的价值，以自己的方式去实现梦想，这就是你要做的。<br><br>
"
cp,ar,"太阳摩羯+月亮白羊=把名誉看得最重的摩羯<br><br>

优点：工作努力<br><br>

缺点：态度强硬<br><br>

性格解析：<br><br>

你的太阳星座和月亮星座的结合产生了一种目标明确，坚决有力的性格。对成功的追求给你很强的动力，你愿意十分努力的工作，去确保成功的实现。名誉对你的幸福至关重要。你知道怎么样去影响别人，但是你坚决反对给别人以唯唯诺诺，很谦恭的印象，或者做任何阿谀奉承的动作。人们深信你会举止得体，老练有度，而你却总是会清晰的表现你的格格不入的个人观点。得到一些经验以后，你最学着在你没有多少实权的时候，让自己少说话，尽量表现的耐心一点。<br><br>

月亮的果决赋予雄心勃勃的摩羯座积极、热情的处事态度，也克服了你对人生过于严肃的缺点。你遇到事情的态度活泼、积极，求胜的本能也因为企图心和斗志而越发明显。你具有成就大事的潜力。能吓阻你的事情并不多，任何不利的情势你都能克服。白羊座的感情非常强烈。请找一份能够让你获得成就感的工作，将强烈的感情投注其间。真正的摩羯座对金钱很审慎，投资方式明智。白羊座的月亮则赋予你企业精神，精于致富之道。具有白羊座特质的人经常有两份收入；你很可能是这种人。你也可能比一般摩羯座之人慷慨，只要别人有任何需要，你立即反应为以捐款等方式出手相援。<br><br>


建议：在你没有多少实权的时候，提醒自己少说话，要显得有耐心。<br><br>"
cp,ta,"太阳摩羯 +月亮金牛=把目标看得最重的摩羯<br><br>

优点：优雅坚定<br><br>

缺点：适应力差<br><br>

性格解析：<br><br>

你的太阳星座和月亮星座的结合产生了一种十分固执坚决的个性，在你的性格里，决心坚定是标志。你的想法现实而且果断，性格十分稳定。你相信事情会朝着最好的方向发展，而事实上也的确常常如此。你很容易全心全意投入自己的目标，而且你会以特别的坚定去向目标迈进。你的雄心根深蒂固，意志坚定而执拗。你喜欢迎接挑战，也喜欢有很多难题让自己解决。你很少改变主意或者更改自己的路线。你对自己的方向如此固执，以至于如果条件发生改变，你将很难适应。你坚守自己的个性，有种为信教而献身的教徒的意味。人们发现，对待瞬息万变的生活，你有一种客观冷静的态度。你批判时常常面带微笑，优雅而坚定。冷静的判断和对条件客观的分析让你成为一个执行能力很强的专家。你是一个有坚定而实际观点的管理者和组织者。<br><br>

月亮鼓舞你在感情和物质上都寻求安全感。你需要一个稳定、永久的关系。和值得信赖的伴侣，与你携手共创人生。你是个性感的好情人，能够在爱情生活中享尽美好。不过记住霸道是金牛座最大的毛病，你可能会给予伴侣太多的压制，而令对方透不过气。你对金钱的运用非常在行甚至也许会选择在银行或保险界工作。无论如何，你都是一个懂得用钱的人。你不会任意冒任何风险，而且竭力避免坠入风险中。 <br><br>



建议：事情总是会朝着最好的方向发展，只要你一直在努力。<br><br>"
cp,ge,"太阳摩羯+月亮双子=把思想看得最重的摩羯<br><br>

优点：思维新颖<br><br>

缺点：内外矛盾<br><br>

性格解析：<br><br>

摩羯座属土的性质，搭配双子座属风的特质，使你的性格出现不少有趣的风貌。你的特质受到双子座的影响而变得轻快、多变，偶尔甚至会逃避麻烦。你具有高度的幽默感。你面对挑战的反应是轻松而且智慧的，既好问又质疑。你非常善于辩论，为了诉说你的观点而不惜吹毛求疵。你不像一般摩羯座的人那么死心眼，比较喜欢变化，还有同时能做好几件事的本领，使你成为受欢迎的人物。你也许样样都通却样样稀松，满屋子堆着琐碎、不重要的东西。由于善于沟通，你应该很适合在传播媒体方面任职。只要能够避免肤浅的毛病，就会将所有双子座精彩的特质运用自如了。<br><br>

你比一般的摩羯座玩世不恭，以调情逗笑为家常便饭。你喜欢关系建立之初的友谊，这份友谊与智慧上的交流是长期关系的关键。<br><br>

你可能不如其他摩羯座的人那么精于理财，也是少数应该向专家请教理财之道的摩羯座。在智力、创造和科学的领域中，摩羯的抱负和企图心能找到最佳的释放点。但他们可能有先说再做的习惯。在他们个性保守的一面和带有革新色彩的踌躇的一面之间，存在着冲突。 <br><br>

建议：身边的人不理解你是正常的，因为你有时都不了解自己，所以做事之前先明确你的想法很重要。<br><br>"
cp,cn,"太阳摩羯+月亮巨蟹=把家庭看得最重的摩羯<br><br>

优点：直觉力强<br><br>

缺点：过度情绪<br><br>

性格解析：<br><br>

你的太阳星座和月亮星座的结合产生了一个敏感的头脑和一种天生具有高度细致的直觉洞察力的个性。你能“感觉”到世间人和事的真理。你十分敏感而且内省，如果能自己的灵感沿着实际的路线前进，你会获益良多。你不会浪费时间在别人不购买的东西上叫卖。在赚钱上你很有诀窍，也能想到稳妥的方式一直赚下去。你有时会很神秘，不做好把对方当作知音的打算，就不会吐露任何东西。总体上说，你需要抵制自己对自己的思考过激，借此来改善你外在表现的性格。你性格里有很浓重的恋家情愫，对家乡故土感情深厚。你需要密友和能理解你的人的支持和帮助。通过抵制自己的过倾向，你会变得很受欢迎。你的意志坚决和你对目标的坚定不移是你力量的主要源泉。<br><br>

月亮促使你对别人的态度亲切、反应敏锐，不过每当遭遇到考验时，自我保护系统也许会迅速升起来。这代表你可能不太自信。你比其他摩羯座的人感情用事，在爱情关系中能够大量付出自己的一份力量。生性负责的你，本能的知道如何取悦另一半。不过请你注意不要在经营安全、温暖的环境时，逼得伴侣无法喘气。你是个天生的忧心者，再加上想象力过人，所以只要另一半晚一点回家，你很可能就心急如焚了。最好的解决办法是将你的想象力转到创作方面。脚踏实地的摩羯座有幸承袭了巨蟹座的精明干练。你很善于运用财富，在作投资的时候可以跟着直觉走。你可能经常觉得自己不算富裕，请你随时核对自己的财务状况，以便安心的享受辛勤之后的成果。 <br><br>


建议：你最需要找到那种能理解你并支持你的另一半。<br><br>"
cp,le,"太阳摩羯+月亮狮子=把权力看得最重的摩羯（容易成功的配置）<br><br>

优点：贵族气质<br><br>

缺点：有些冷漠<br><br>

性格解析：<br><br>

你的太阳星座和月亮星座的结合产生了一种天生就具有领导控制力的性格。你精力旺盛，充满活力，这让你在生活中颇受欢迎，能获取很大的成功。你是一个很自立的人，行为上有些贵族气，即使你身份平庸，你的超然冷漠的态度也让你显得地位尊贵。你不用刻意表现，百般恳求就能让事情朝着对你有利的方向发展。你知道怎么在合适的时间和恰当的方式去表现的果断而老练。你渴望权力和地位，但是你会用一种冷静而镇定的方式去获取他们。<br><br>


摩羯座和狮子座在许多方面截然不同。可是至少有一项共同点：追求高品质，品味高尚。狮子座喜欢高品质是出于他们的本能，而摩羯座花钱的本领却实在令人刮目相看，尤其是重视那些有利于他们的人的看法。无论如何，你都会花不少钱。假如你感到良心不安，不妨告诉自己你的投资很明智，而且也有不少储蓄。当你有一笔钱想作投资时，也许用不着去请教专家。他们行事果断有序，容易树立威望（只要成长环境允许），有着精力旺盛、充满生机的个性。他们落实企图的手段直接的，引人注目的。他们能超然于个人情绪，铁面无私，由此创造了效率。实用主义和自信给这他们带来强大的说服力。他们崇尚精确（这是毛泽东和Noel Tyl自己的日月配置）。<br><br>

建议：不要试图在任何事情上统领全局，一些小事应该放手。<br><br>"
cp,vi,"太阳摩羯+月亮处女=把事实看得最重的摩羯<br><br>

优点：分析能力<br><br>

缺点：缺少自信<br><br>

性格解析：<br><br>

你太阳星座和月亮星座的组合使你有极强的内部推动力，并且对自我价值的重要性有敏锐的认识。一种特定的顽固的骄傲心理使你总是保持高度的自尊心。早期的时候，急躁脾气可能会成为你的问题，但当你慢慢学会成熟的合作意识后，更加明智和严格的天性会在你的个性特质中占统治地位。作为一个相当保守的人，你总是习惯通过平静的方式表达自己。并且在交际中，你甚至不发一言的就能完美地表达出你的反对。<br><br>

多数人认为你是个很理性的人，在许多方面，你也确实是这样。但是要说服你认识到自己的错误，却很困难。因为你的内心极其顽固。很多时候你会故意装着听不懂别人意思，虽然你可能很明白他要表达的是什么。你可敬、忠诚、真挚，对生活以及你在生活中的责任有着清醒敏锐的认识。你很能理解别人以及他们的问题，但同时你总是依然能够保持冷漠。你是个极好的倾听者，并能够提供合理的建议。情绪从来不会影响到你的理性推理能力。不要不敢表露你的志趣和想法，也不要直觉认为自己不如人。你也许天生容易忧虑，但也时很好的协调者。摩羯座和处女座都是土象星座，因此你非常脚踏实地，具有平常人的理性。<br><br>

你会用逻辑的方式分析问题，不过在遇上棘手麻烦时可能会很紧张、缺少自信，如果有这种现象，请发挥一下摩羯座天生的冷静。你的心智敏锐，善于剖析和衡量细节问题。不过也不要忽略了事情的整体性。请培养客观的处事态度，这对你将会有很大的帮助。你可能相当害羞，于是以冷淡、漠然的外表来掩饰羞怯。假如你从小生活在家教严格的家庭，那么也许曾经常常遭到父母的压抑，结果对你造成的不良影响远超过一切。其实你只要一旦克服这层障碍之后，任何问题都不会不敢面对了。<br><br>

你通常对金钱比较小心，态度务实。但是可能过分小心，而仅仅只作一些储蓄方面的安排，不能够大量增加财富。不妨研究各种投资计划；你挑剔的本性将会协助你作出最好的选择。 <br><br>

双土象，120度。他们强势、自知的外表下隐藏着腼腆。比起执行既定的程序，他们更偏爱分析处事原则。他们的神经系统可能热情高涨，感受着野心的燃烧，提出堆积如山的工作计划，但总是在执行的时候渐渐掉队。然后，他们会滋生出一种私人化的智力上的恃才傲物来保护自尊心。他们太容易把自己该做的工作投射到他人身上，因而需要更多的远景式的想法和纪律感来支持自我。 <br><br>

建议：试着培养一下自己的想象力，这也是放松的一种方式。<br><br>"
cp,li,"太阳摩羯+月亮天枰=把自我看得最淡的摩羯<br><br>

优点：社交头脑<br><br>

缺点：生性多疑<br><br>

性格解析：<br><br>
你的太阳星座和月亮星座的结合产生了一种双重的分离个性。摩羯的天性是很守纪律，为人谨慎；而天秤的个性是鲁莽而冲动。结果是形成了这样一种个性，你为人积极，坚信自己不会出错。虽有时有点古怪，但总体上很友善。你喜欢与人相处，但是你的性格让你更加看重物质，而不是很人道。你不是很浪漫，你的超然冷淡的态度掩盖了你实际上渴望与人相处的需要。你极富社交头脑，喜欢有人围着你转，但同时你又不会很快对他们表现热情。<br><br>

你很不喜欢正面冲突和不友好的场面，你凭直觉会做一些恰当的事情去保持平和与有序，这一点得到了所有人的赞赏。你的天赋同样表现在你成熟客观的判断力（尤其表现在商业环境中）以及精神上衡量，批判和比较事物的能力上。你精神上富有洞察力，这让你在计划付诸实施产生问题以前就能发现不足所在。你对目标的严肃和深思熟虑，对取得领先和担负责任的渴望支撑了你平衡的精神能力。保持祥和安稳是你得到成功和幸福的关键所在。你用劝导和自己的魅力去让别人接受你观点的能力对你的事业大有裨益。<br><br>

建议：回家后把时间完全留给自己。<br><br>"
cp,sc,"太阳摩羯+月亮天蝎=把外界看得最淡的摩羯<br><br>

优点：忠诚真挚<br><br>

缺点：极其顽固<br><br>

性格解析：<br><br>
多数人认为你是个很理性的人，在许多方面，你也确实是这样。但是要说服你认识到自己的错误，却很困难。因为你的内心极其顽固。很多时候你会故意装着听不懂别人意思，虽然你可能很明白他要表达的是什么。你可敬、忠诚、真挚，对生活以及你在生活中的责任有着清醒敏锐的认识。不论是对是错，你总是执着于你对人的第一印象，特别是那些不好的第一印象。你很能理解别人以及他们的问题，但同时你总是依然能够保持冷漠。情绪从来不会影响到你的理性推理能力。<br><br>

你在面对挑战时，无穷的精力和强烈的情绪都会立刻展现。再加上摩羯座的毅力和野心，你将是一个极有成就的人。你在工作时必须将感情也投入。如果只是做一份无聊的工作赖以糊口，精力和雄心大志都会被挫尽。如果你有一肚子怨气，请先试着自我分析，立刻作调整。对同事不宜太无情。请记住一句话：不要踩在别人的身上往上爬，因为你在往下栽的时候说不定会再度遇上这些人。情绪强烈的你是个热情如火的人，在爱情于性关系上都必须获得圆满的结果。你是个需求很多的人，伴侣必须能够热烈响应你。天蝎座最严重的缺点是嫉妒，请千万不要落入这种无谓的情绪中，先听听对方的合理的解释。你处理金钱的能力很好，也善于赚钱。太阳于月亮的组合提高了 你做生意的本事，可以自创成功的事业。在投资时，你会把眼光放得很准确。<br><br>


建议：不要总是执着于你对人的第一印象，特别是那些不好的第一印象。<br><br>"
cp,sa,"太阳摩羯+月亮射手=把困难看得最淡的摩羯（不错的配置）<br><br>

优点：自我激励<br><br>

缺点：有些自傲<br><br>

性格解析：<br><br>
你的太阳星座和月亮星座的结合产生了一种身体和精神上都有很强能力的个性。有时你的精力看起来永远充沛。这种星座组合奇异地结合了顽固守纪以及狂野的热情与理想。射手月亮星座开放而外向的个性很好地弥补了摩羯座忧郁而易于感伤的性格，产生了一种世间罕见的，极其善于处理自己和别人事务的个性。你喜欢成群结队的伙伴感情，喜欢融入到广泛的兴趣活动中。但是你要依靠自己对目标的专注和鼓励自己对目标坚持不懈的努力才能取得成功，有所成就。你的心灵一直在旅行，你性格的永不停止需要你在身体上和精神上都不断漂流。你天生就富有激情，而你的问题在于你投入精力时不计后果。你很有雄心壮志，在追求自己的目标时，你有策略，直截了当，精明，善于交际，而且诚实，真挚。不管用什么方法，你都会本能地表现出诚实与可信。你时一个很善于表达的人，有很高的理想和敏锐的价值观。<br><br>

月亮赋予你天生的乐观性格，而摩羯座的人偶尔会悲观、抑郁不振，所以两者之间是矛盾的。请发挥摩羯座的理智，克服颓废和悲观，也避免在忧喜之间徘徊。你很聪明，心思灵敏过人。千万不要让心思迟缓不前；不断挑战心智对你是一件重要的事。射手座是富有爱心、亲切、感情丰富的星座。你会轻易的表现出这些优点。你热情如火，希望享有完美的爱情。你也许不像其他摩羯座的人那么执着，从其中获得的乐趣却比较多。你在爱情关系中需要享有相当的自由，在建立永久关系之前应该把这一点列入考虑。射手座最大的缺点是浮躁不安。不要对伴侣无故发泄，也不要卖弄风情而给自己惹上不必要的麻烦。<br><br>


建议：不是每个人都像你一样大度，所以要避免言语得罪他人。<br><br>"
